,country,left,right,middle,R0
26,Brazil,0.9863559659426068,0.986581766957184,0.9864688664498952,9.864688664498951
27,British Virgin Islands,0.020844101600135303,0.0237782358590594,0.02231116872959735,0.2231116872959735
28,Brunei Darussalam,0.7080434350336846,0.7083235871643435,0.708183511099014,7.08183511099014
29,Bulgaria,0.7542712846403604,0.754452696825052,0.7543619907327062,7.543619907327061
30,Burkina Faso,0.8271079292319411,0.8273311046218603,0.8272195169269008,8.272195169269008
31,Burundi,0.16546024715391588,0.1661229022701315,0.1657915747120237,1.6579157471202368
32,Cabo Verde,0.27300979411587484,0.2737017903911731,0.273355792253524,2.73355792253524
33,Cambodia,0.5,0.5,0.5,5.0
34,Cameroon,0.5517654754262237,0.5520362348043499,0.5519008551152869,5.519008551152869
35,Canada,0.2801861802320065,0.28045151466391194,0.2803188474479592,2.803188474479592
36,Caribbean Netherlands,0.08348956288969896,0.08437697714393548,0.08393327001681722,0.8393327001681722
37,Cayman Islands,0.4676188664804731,0.46807636110453205,0.4678476137925026,4.678476137925026
38,Central African Republic,0.24384685520750854,0.2446062251709144,0.2442265401892115,2.442265401892115
39,Chad,0.32745303604368625,0.32806856162253845,0.3277607988331124,3.2776079883311238
40,Channel Islands,0.7278835168285703,0.7281523468083034,0.7280179318184369,7.280179318184368
41,Chile,0.999999999550272,0.9999999995768448,0.9999999995635585,9.999999995635584
42,China,0.5574577647068671,0.5606846242359267,0.5590711944713969,5.590711944713968
43,China Hong Kong Sar,0.09242942260437156,0.09258400053475242,0.092506711569562,0.92506711569562
44,China Macao Sar,3.579094324918997e-09,5.000247186713813e-09,4.289670755816406e-09,4.289670755816405e-08
45,Colombia,0.999999739146372,0.9999998048935576,0.9999997720199648,9.999997720199648
46,Comoros,0.5660558187552404,0.5664163323238733,0.5662360755395568,5.662360755395568
47,Congo,0.5001751967194152,0.5006022789939089,0.500388737856662,5.0038873785666205
48,Costa Rica,0.82909954081152,0.8293193248839921,0.8292094328477561,8.29209432847756
49,Cote D Ivoire,0.7854720739097237,0.7857104973859307,0.7855912856478272,7.855912856478271
50,Croatia,0.6392730003457058,0.6395878325047017,0.6394304164252038,6.394304164252038
51,Cuba,0.6143794636131223,0.6145724154175148,0.6144759395153185,6.144759395153185
52,Curacao,0.32072978064756336,0.3213566044925762,0.3210431925700697,3.210431925700697
53,Cyprus,0.7158919793784253,0.7160849751404115,0.7159884772594184,7.159884772594183
54,Czech Republic,0.9041697556305328,0.9042797465320606,0.9042247510812966,9.042247510812965
55,Democratic Republic Of The Congo,0.6815823777931861,0.681874476190094,0.68172842699164,6.8172842699164
56,Denmark,0.9999999995442546,0.9999999995695608,0.9999999995569075,9.999999995569075
57,Djibouti,0.7140827809698643,0.7143505397256402,0.7142166603477522,7.142166603477522
58,Dominica,0.3785854903775922,0.3791480890423261,0.3788667897099591,3.7886678970995904
59,Dominican Republic,0.8229133581625206,0.8231292085394434,0.8230212833509821,8.230212833509821
60,Ecuador,0.9999999997742012,0.9999999997885444,0.9999999997813728,9.999999997813728
61,Egypt,0.5073208582142011,0.5077330949405631,0.5075269765773821,5.075269765773821
62,El Salvador,0.6726954310109173,0.6729971375101385,0.6728462842605278,6.728462842605278
63,Equatorial Guinea,0.37249447133211816,0.3730631420585117,0.3727788066953149,3.7277880669531487
64,Eritrea,0.4899845398114534,0.4904210295582779,0.4902027846848656,4.902027846848656
65,Estonia,0.8438962902641809,0.8441080398280294,0.8440021650461051,8.44002165046105
66,Ethiopia,0.4959294124826155,0.4963582063513744,0.4961438094169949,4.9614380941699485
67,Faeroe Islands,0.7157100668648082,0.7159881580534376,0.7158491124591229,7.158491124591229
68,Falkland Islands Malvinas,0.339295303802868,0.3399100035154329,0.33960265365915043,3.396026536591504
69,Fiji,0.3610647120459414,0.3616484064263428,0.3613565592361421,3.613565592361421
70,Finland,0.5,0.5,0.5,5.0
71,France,0.7314093759994349,0.7315078930822269,0.7314586345408309,7.314586345408309
72,French Guiana,0.2569260375433726,0.2572483882651478,0.2570872129042602,2.5708721290426015
73,French Polynesia,0.5028391043907625,0.5032645933242873,0.5030518488575249,5.0305184885752485
74,Gabon,0.3996315122855079,0.4001597151297603,0.3998956137076341,3.9989561370763407
75,Gambia,0.17380470742722814,0.17470313620691025,0.17425392181706922,1.7425392181706922
76,Georgia,0.5134465397046484,0.513861242450153,0.5136538910774007,5.136538910774006
77,Germany,0.6154146778411196,0.6155043756087022,0.6154595267249109,6.154595267249109
78,Ghana,0.6606487807144782,0.6608682825068072,0.6607585316106427,6.607585316106427
79,Gibraltar,0.4521225233197165,0.4525806690627025,0.4523515961912095,4.523515961912095
80,Greece,0.9351150490501844,0.9352972299079444,0.9352061394790644,9.352061394790644
81,Greenland,0.32136152966285864,0.3220000230757767,0.3216807763693177,3.216807763693177
82,Grenada,0.35581319665957784,0.35640151426415206,0.3561073554618649,3.5610735546186487
83,Guadeloupe,0.7116577083007257,0.711942623117971,0.7118001657093483,7.118001657093483
84,Guatemala,0.5711456790822471,0.5715163898469405,0.5713310344645939,5.713310344645938
85,Guinea,0.6419139598491201,0.6422218531130055,0.6420679064810628,6.420679064810628
86,Guinea Bissau,0.4190033058778755,0.41936141398563576,0.4191823599317556,4.191823599317556
87,Guyana,0.5,0.5,0.5,5.0
88,Haiti,0.3739015439416237,0.3742930176665055,0.37409728080406457,3.7409728080406457
89,Holy See,0.16194270970428112,0.1633393932045703,0.1626410514544257,1.626410514544257
90,Honduras,0.6592882449783327,0.6595060163366593,0.6593971306574961,6.59397130657496
91,Hungary,0.7032811559374924,0.7034821216553909,0.7033816387964417,7.033816387964416
92,Iceland,0.9441437236571064,0.9443216305807096,0.944232677118908,9.44232677118908
93,India,0.5,0.5,0.5,5.0
94,Indonesia,0.8832248839179834,0.8833631657214093,0.8832940248196963,8.832940248196962
95,Iran,0.5,0.5,0.5,5.0
96,Iraq,0.6955549853305097,0.6958396027061751,0.6956972940183423,6.956972940183423
97,Ireland,0.9999999995660284,0.9999999995907684,0.9999999995783984,9.999999995783982
98,Isle Of Man,0.7832495270684929,0.7834953420505671,0.7833724345595301,7.833724345595301
99,Israel,0.7741559606705819,0.7743945295038259,0.7742752450872039,7.742752450872039
100,Italy,0.9999999995646848,0.999999999588434,0.9999999995765594,9.999999995765593
101,Jamaica,0.5211242969657169,0.5215308820300186,0.5213275894978677,5.213275894978677
102,Japan,0.2891383886753188,0.28923151777428874,0.2891849532248037,2.891849532248037
103,Jordan,0.7345654100961011,0.7348270357798721,0.7346962229379865,7.346962229379865
104,Kazakhstan,0.7174858976517943,0.7175880576361536,0.7175369776439742,7.175369776439742
105,Kenya,0.6980150193751753,0.6982958637070711,0.6981554415411231,6.981554415411231
106,Kuwait,0.4421826919276169,0.4423963662710208,0.4422895290993189,4.422895290993189
107,Kyrgyzstan,0.6623033521439108,0.6624392097542103,0.6623712809490605,6.623712809490605
108,Laos,0.29839111075539265,0.29885636973323343,0.29862374024431304,2.9862374024431304
109,Latvia,0.7748311877633979,0.7750721736943389,0.7749516807288683,7.749516807288683
110,Lebanon,0.6392364772355008,0.6395566132344426,0.6393965452349717,6.3939654523497165
111,Lesotho,0.1144806721592543,0.1161997516833968,0.11534021192132556,1.1534021192132555
112,Liberia,0.3891362441771795,0.3896652884867119,0.3894007663319457,3.894007663319457
113,Libya,0.5116942917719213,0.5121096481075471,0.5119019699397342,5.1190196993973425
114,Liechtenstein,0.5442595522412205,0.5446501547928679,0.5444548535170443,5.444548535170442
115,Lithuania,0.4012636960362811,0.40181200716340654,0.4015378515998438,4.015378515998438
116,Luxembourg,0.999999995046016,0.9999999960868252,0.9999999955664206,9.999999955664206
117,Macedonia,0.5573472239739641,0.5577189420542497,0.5575330830141069,5.575330830141068
118,Madagascar,0.4849629791367488,0.4852200339644578,0.4850915065506033,4.850915065506032
119,Malawi,0.2961888490423386,0.29657334917260514,0.2963810991074719,2.963810991074719
120,Malaysia,0.2094853949257924,0.2097079309958644,0.2095966629608284,2.095966629608284
121,Maldives,0.2797001073351569,0.28019348274448097,0.2799467950398189,2.799467950398189
122,Mali,0.6292040002916393,0.6294327451671309,0.6293183727293851,6.29318372729385
123,Malta,0.5481454754441359,0.548368831544726,0.5482571534944309,5.482571534944309
124,Marshall Islands,0.04989750700253543,0.05600648407952294,0.05295199554102918,0.5295199554102917
125,Martinique,0.5094553081145882,0.5097510826264756,0.5096031953705319,5.096031953705318
126,Mauritania,0.221332987785266,0.2221276663783395,0.22173032708180276,2.2173032708180274
127,Mauritius,0.658285196260532,0.6584659999470558,0.6583755981037939,6.583755981037938
128,Mayotte,0.7272611853450552,0.7275310666793526,0.7273961260122039,7.273961260122039
129,Mexico,0.5,0.5,0.5,5.0
130,Micronesia,4.095348973986647e-11,4.5980941416861896e-11,4.346721557836419e-11,4.3467215578364185e-10
131,Moldova,0.8363530590027208,0.8365689499725905,0.8364610044876557,8.364610044876557
132,Monaco,0.3844045885923539,0.38495058289280426,0.38467758574257904,3.8467758574257904
133,Mongolia,0.34430192552809674,0.3448960455612275,0.3445989855446621,3.445989855446621
134,Montenegro,0.6934747746468654,0.6936814763339761,0.6935781254904207,6.9357812549042075
135,Montserrat,0.2727568672294466,0.2734590354132153,0.2731079513213309,2.731079513213309
136,Morocco,0.7693178660317429,0.7695604098236482,0.7694391379276955,7.694391379276954
137,Mozambique,0.4250947624569669,0.4255879521474525,0.4253413573022097,4.2534135730220965
138,Myanmar,0.4664040943777714,0.4667226161590682,0.4665633552684198,4.665633552684198
139,Namibia,0.25913183849342164,0.2596433632320688,0.2593876008627452,2.593876008627452
140,Nepal,0.5,0.5,0.5,5.0
141,Netherlands,0.9999999994281894,0.999999999457072,0.9999999994426306,9.999999994426306
142,New Caledonia,0.29889699955452953,0.2993790093573647,0.2991380044559471,2.991380044559471
143,New Zealand,0.5840104362155355,0.5843611873162255,0.5841858117658805,5.841858117658805
144,Nicaragua,0.25605547410899665,0.2567834260987856,0.2564194501038911,2.564194501038911
145,Niger,0.9265830842213147,0.9267651890663708,0.9266741366438428,9.266741366438428
146,Nigeria,0.4018921436079225,0.4024068667487306,0.40214950517832654,4.0214950517832655
147,Norway,0.9999999994145892,0.9999999994448384,0.9999999994297138,9.999999994297138
148,Oman,0.37178324978661403,0.3721728964265781,0.371978073106596,3.7197807310659594
149,Pakistan,0.790434161041379,0.7905982811377074,0.7905162210895431,7.905162210895431
150,Panama,0.9999999995430676,0.9999999995697256,0.9999999995563966,9.999999995563966
151,Papua New Guinea,1.1509289679063668e-05,1.6715979222182085e-05,1.4112634450622875e-05,0.00014112634450622874
152,Paraguay,0.5621765892718519,0.5625540953652797,0.5623653423185657,5.623653423185657
153,Peru,0.5,0.5,0.5,5.0
154,Philippines,0.5,0.5,0.5,5.0
155,Poland,0.9999999995371665,0.9999999995639548,0.9999999995505606,9.999999995505606
156,Portugal,0.9999999993846648,0.9999999994203272,0.999999999402496,9.999999994024959
157,Qatar,0.9548904117535368,0.95506912225303,0.9549797670032834,9.549797670032833
158,Reunion,0.8525102735894384,0.8527235557768277,0.8526169146831329,8.526169146831329
159,Romania,0.8432216383868897,0.8434352875042794,0.8433284629455846,8.433284629455846
160,Russia,0.5,0.5,0.5,5.0
161,Rwanda,0.6615183064928295,0.6618310816912351,0.6616746940920322,6.616746940920321
162,Saint Barthelemy,0.09854259983653668,0.10053846922475494,0.0995405345306458,0.995405345306458
163,Saint Helena,0.033699728511775974,0.037912271473542924,0.03580599999265945,0.3580599999265945
164,Saint Kitts And Nevis,0.25420582798995284,0.2547209438452102,0.25446338591758155,2.5446338591758155
165,Saint Lucia,0.3345199411837493,0.3351315349053746,0.33482573804456195,3.3482573804456193
166,Saint Martin,0.11330496741419463,0.1144150352564434,0.113860001335319,1.13860001335319
167,Saint Pierre And Miquelon,4.467533836988504e-11,5.074434423734725e-11,4.770984130361614e-11,4.770984130361614e-10
168,Saint Vincent And The Grenadines,0.0224495133691419,0.027051069271923703,0.0247502913205328,0.24750291320532797
169,Samoa,0.026634544555339926,0.03048168601631195,0.02855811528582593,0.2855811528582593
170,San Marino,0.7350862676228886,0.7353563681610157,0.7352213178919522,7.352213178919522
171,Sao Tome And Principe,0.01253726903511328,0.0146256543195184,0.013581461677315842,0.1358146167731584
172,Saudi Arabia,0.9999999998191827,0.9999999998310808,0.9999999998251318,9.999999998251317
173,Senegal,0.6295792892942067,0.6299038735068209,0.6297415814005138,6.297415814005138
174,Serbia,0.999999721794226,0.9999997925703156,0.9999997571822711,9.99999757182271
175,Seychelles,0.21409672826900966,0.214668360190432,0.21438254422972086,2.1438254422972083
176,Sierra Leone,0.5655557961634968,0.5659222561599047,0.5657390261617008,5.6573902616170075
177,Singapore,0.09943626451750404,0.09959889112023768,0.09951757781887087,0.9951757781887086
178,Sint Maarten,0.5181067071749829,0.5185144998905894,0.5183106035327861,5.183106035327861
179,Slovakia,0.8502426493922074,0.8504552332415329,0.8503489413168701,8.503489413168701
180,Slovenia,0.9858323601614032,0.9860641216063232,0.9859482408838632,9.859482408838632
181,Solomon Islands,0.17709995597861655,0.17801039770946053,0.17755517684403854,1.7755517684403854
182,Somalia,0.274597294232247,0.2752921647628889,0.274944729497568,2.74944729497568
183,South Africa,0.9999999995754069,0.9999999995993528,0.99999999958738,9.999999995873798
184,South Korea,0.8977527859864407,0.8977983988180668,0.8977755924022537,8.977755924022537
185,South Sudan,0.36659297259881707,0.3671705149943849,0.366881743796601,3.66881743796601
186,Spain,0.4492790896819423,0.4516246628879928,0.4504518762849675,4.504518762849675
187,Sri Lanka,0.5,0.5,0.5,5.0
188,State Of Palestine,0.33128049062361403,0.3315117884176792,0.3313961395206466,3.313961395206466
189,Sudan,0.5,0.5,0.5,5.0
190,Suriname,0.3024745766860142,0.30312316497930625,0.3027988708326602,3.027988708326602
191,Swaziland,0.29699546028283835,0.2976612013997545,0.2973283308412964,2.973283308412964
192,Sweden,0.5,0.5,0.5,5.0
193,Switzerland,0.9999999993108062,0.999999999343909,0.9999999993273576,9.999999993273576
194,Syria,0.4489065160408088,0.449382008678787,0.4491442623597979,4.491442623597979
195,Taiwan,0.12898921223699575,0.12924548765348515,0.12911734994524046,1.2911734994524044
196,Tajikistan,0.7503237270853829,0.750388955661934,0.7503563413736585,7.503563413736584
197,Tanzania,0.4324750592063376,0.432972495103756,0.4327237771550468,4.327237771550467
198,Thailand,0.06339707729965056,0.06372775407960468,0.06356241568962763,0.6356241568962763
199,Timor Leste,0.003677942149376457,0.0047740548438710406,0.004225998496623749,0.042259984966237486
200,Togo,0.43375967348805694,0.4342523633956383,0.4340060184418476,4.340060184418475
201,Trinidad And Tobago,0.6588310553405651,0.6591430316257018,0.6589870434831334,6.589870434831334
202,Tunisia,0.7047343034864593,0.7050060138480186,0.7048701586672389,7.048701586672388
203,Turkey,0.9999999990530288,0.9999999990875345,0.9999999990702816,9.999999990702815
204,Turks And Caicos Islands,0.2995866980428408,0.30025496023933745,0.2999208291410891,2.999208291410891
205,UK,0.8110922447825848,0.8113213158324867,0.8112067803075358,8.112067803075357
206,USA,0.5337508064711769,0.5338611512526542,0.5338059788619156,5.338059788619156
207,Uganda,0.5663478237002579,0.5667208439702041,0.5665343338352311,5.665343338352311
208,Ukraine,0.754558063663167,0.7547991023928389,0.754678583028003,7.5467858302800295
209,United Arab Emirates,0.2858312250109417,0.2861448527900116,0.28598803890047664,2.859880389004766
210,Uruguay,0.6599780448753713,0.6601358553305036,0.6600569501029374,6.600569501029374
211,Uzbekistan,0.6675859125457669,0.6677359394677775,0.6676609260067723,6.676609260067723
212,Vanuatu,4.5516000648758394e-11,5.158141151045561e-11,4.8548706079607e-11,4.8548706079607e-10
213,Venezuela,0.6222374750818447,0.622476059206323,0.6223567671440838,6.223567671440838
214,Viet Nam,0.05338912971707483,0.054156790103898886,0.05377295991048686,0.5377295991048686
215,Wallis And Futuna Islands,4.2448662891417355e-11,4.782921827198637e-11,4.513894058170186e-11,4.513894058170186e-10
216,Western Sahara,0.04316325941389086,0.04457146840186295,0.043867363907876905,0.43867363907876905
217,Yemen,0.24175413204404894,0.24252896323433856,0.24214154763919374,2.421415476391937
218,Zambia,0.4120061711694497,0.4123726659669996,0.4121894185682247,4.121894185682247
219,Zimbabwe,0.3464496275207286,0.34704049813663546,0.346745062828682,3.46745062828682
