news_title,news_content,news_source,news_pubtime,news_url
"Up to 80% of Tokyo Olympics media will be vaccinated, say organisers",...TOKYO (Reuters) -     The International Olympic Committee (IOC...) expects 70%-80% of the news media covering the Olympics in Tokyo...,reuters,2021-6-15,https://www.reuters.com/article/idUSKCN2DR18H
"Olympics-Bach says \""no Plan B\"" for Tokyo Games: Kyodo","... in Tokyo will not open on the 23rd of July in the Olympic stadium...TOKYO (Reuters) -     There is \""no Plan B\"" for the Tokyo Games, says...",reuters,2021-1-21,https://www.reuters.com/article/idUSKBN29Q1CR
Olympics-Games will go ahead regardless of pandemic situation: Tokyo 2020 president,...TOKYO (Reuters) -     Tokyo 2020 President Yoshiro Mori said... on Tuesday that Japan would hold the Summer Olympics regardless...,reuters,2021-2-02,https://www.reuters.com/article/idUSKBN2A20WU
Olympics-Cycling world champion Alaphilippe to skip Tokyo Games,"..., not to make myself available for selection for the upcoming Tokyo Olympics... Alaphilippe will skip the Olympic road race for personal reasons, he said...",reuters,2021-5-14,https://www.reuters.com/article/idUSL1N2N10U6
IOC head Bach pledges to ease Olympic burden on Tokyo's medical system,"...TOKYO, May 19 (Reuters) - International Olympic Committee\n(IOC... medical systems during the Tokyo 2020 Olympic\nGames during opening remarks...",reuters,2021-5-19,https://www.reuters.com/article/idUST9N2MU027
IOC plans to vaccinate every Olympic athlete to save Tokyo games - Telegraph,"...(Reuters) -     The International Olympic Committee is working... to save the Tokyo Games, The Telegraph reported on Friday.\nFast...",reuters,2021-1-22,https://www.reuters.com/article/idUSKBN29R2MN
IOC plans to vaccinate every Olympic athlete to save Tokyo games - Telegraph,"...(Reuters) -     The International Olympic Committee is working... to save the Tokyo Games, The Telegraph reported on Friday.\nFast...",reuters,2021-1-22,https://www.reuters.com/article/idUSKBN29R2PE
Olympics-Tokyo 2020 confirms torch relay to start March 25 in Fukushima,"...TOKYO, March 15 (Reuters) - Tokyo Olympics organisers said on Monday... and security of the Tokyo 2020 Olympic Torch relay by taking countermeasures...",reuters,2021-3-15,https://www.reuters.com/article/idUSL4N2LD2HU
"Olympics-Tokyo cancels public viewing sites, some to be vaccination centres","...TOKYO, June 19 (Reuters) - Tokyo Governor Yuriko Koike on Saturday... cancelled all public viewing sites for the summer Olympics, diverting...",reuters,2021-6-19,https://www.reuters.com/article/idUSL3N2O104L
Olympics-Toyota president disappointed by Tokyo 2020 chief Mori's comments,... joined other high-profile Tokyo Olympics sponsors on Wednesday in publicly... sexist remarks.\nTokyo 2020 Olympics President Yoshiro Mori has incited...,reuters,2021-2-10,https://www.reuters.com/article/idUSKBN2AA0U3
"Olympics-Tokyo, Bach re-election tops IOC session agenda","...BERLIN, March 10 (Reuters) - This summer's Tokyo Olympics....\nThe Tokyo 2020 Olympics were delayed by 12 months last year and are set...",reuters,2021-3-10,https://www.reuters.com/article/idUSL1N2L80EY
Olympics-Tokyo organisers to cancel water polo test event - NHK,"...TOKYO, April 6 (Reuters) - Tokyo Olympic organisers are expected...",reuters,2021-4-05,https://www.reuters.com/article/idUSL4N2LY2NK
"Olympics-Tokyo test events for skateboarding, shooting delayed until May","...TOKYO, March 15 (Reuters) - Tokyo Olympics organisers said on Monday... April 28-29 dates, Tokyo 2020 said in a statement. (Reporting by Chris Gallagher; Editing by Catherine Evans)\n...",reuters,2021-3-15,https://www.reuters.com/article/idUSL4N2LD2J3
Tokyo Olympics coronavirus expert says focus is to minimise risk,"... minimisation, said a Tokyo 2020 Olympic coronavirus expert on Friday....\nThe Tokyo 2020 Olympic Games was postponed once due to the coronavirus...",reuters,2021-6-11,https://www.reuters.com/article/idUST9N2NI00Z
No objections from Olympic partners say Tokyo organisers after call with Bach,"....\nTokyo organisers are preparing for the Olympics, which are due... assurances from the German that Tokyo had the full backing of all Olympic...",reuters,2021-1-28,https://www.reuters.com/article/idUSKBN29X15W
Japan's vaccination chief says Tokyo Olympics not in his planning,... programme said on Wednesday that the Summer Olympics in Tokyo were...TOKYO (Reuters) -     The minister overseeing Japan's vaccination...,reuters,2021-2-24,https://www.reuters.com/article/idUSKBN2AO1FQ
"Olympics-Wear a face mask, and no singing or chanting, say Tokyo organisers","...TOKYO, Feb 3 (Reuters) - Organisers of the Tokyo Olympics said...",reuters,2021-2-03,https://www.reuters.com/article/idUSL4N2K92W3
Tokyo Olympics athletes must wear face masks most of the time - guidelines,"...TOKYO, April 28 (Reuters) - Athletes taking part in the Tokyo... Olympics must wear face masks at all times except when eating, drinking...",reuters,2021-4-28,https://www.reuters.com/article/idUST9N2M905P
Athletics-Olympic triple jump champion Taylor injured ahead of Tokyo Games,"... months before the Tokyo Olympics, his fiancee said on Thursday... recovery,\"" the USATF said on Twitter.\nThe Tokyo Olympic Games are due...",reuters,2021-5-20,https://www.reuters.com/article/idUSL2N2N72TU
Athletics-Olympic champion Taylor to miss Tokyo Games after Achilles injury,... looks set to miss the Tokyo Olympics after tearing an Achilles tendon...(Reuters) -Olympic and world triple jump champion Christian Taylor...,reuters,2021-5-20,https://www.reuters.com/article/idUSKCN2D12LV
OLYMPICS-SoftBank's Son raises fresh doubt over Tokyo 2020,"...By Sam Nussey\nTOKYO, May 22 (Reuters) - SoftBank Group Corp founder... and CEO Masayoshi Son on Saturday expressed fresh doubt about Tokyo's...",reuters,2021-5-22,https://www.reuters.com/article/idUSL2N2N902N
Athletics-Olympic triple jump champion Taylor injured ahead of Tokyo Games,"... months before the Tokyo Olympics, his fiancee said on Thursday... recovery,\"" the USATF said on Twitter.\nThe Tokyo Olympic Games are due...",reuters,2021-5-20,https://www.reuters.com/article/idUSL2N2N72TU
Athletics-Olympic champion Taylor to miss Tokyo Games after Achilles injury,... looks set to miss the Tokyo Olympics after tearing an Achilles tendon...(Reuters) -Olympic and world triple jump champion Christian Taylor...,reuters,2021-5-20,https://www.reuters.com/article/idUSKCN2D12LV
OLYMPICS-SoftBank's Son raises fresh doubt over Tokyo 2020,"...By Sam Nussey\nTOKYO, May 22 (Reuters) - SoftBank Group Corp founder... and CEO Masayoshi Son on Saturday expressed fresh doubt about Tokyo's...",reuters,2021-5-22,https://www.reuters.com/article/idUSL2N2N902N
Olympics-Tokyo 2020 organisers to offer volunteers  COVID-19 vaccine -Nikkei,"...TOKYO, June 26 (Reuters) - Tokyo 2020 Olympic and Paralympic Games... already been vaccinated.\nThe Tokyo 2020 organisers did...",reuters,2021-6-26,https://www.reuters.com/article/idUSL2N2O803T
Olympics-Tokyo 2020 chief visits LGBTQ centre to emphasise diversity,"... Tokyo Olympic organisers' commitment to facilitating the public's... comments, while Tokyo Olympics creative head Hiroshi Sasaki resigned...",reuters,2021-4-27,https://www.reuters.com/article/idUSL4N2MK0JD
Olympics: Tokyo 2020 chief visits LGBTQ centre to emphasise diversity,"... comments, while Tokyo Olympics creative head Hiroshi Sasaki resigned...TOKYO (Reuters) -     Tokyo 2020 President Seiko Hashimoto visited...",reuters,2021-4-28,https://www.reuters.com/article/idUSKBN2CE11M
"Olympics: Safe Tokyo Games will be 'manifestation of peace, solidarity and resilience' - IOC's Bach","...(Reuters) -     The Tokyo Olympics will go ahead safely from mid-July... a safe and secure Olympic Games for everyone.\""\nTokyo 2020, already...",reuters,2021-3-10,https://www.reuters.com/article/idUSKBN2B20ST
UPDATE 1-Olympics-Tokyo 2020 seeks 500 nurses to work at Games,"...(Adds details)\nTOKYO, April 26 (Reuters) - Tokyo Olympics organisers... nursing association for assistance in staffing Olympic venues...",reuters,2021-4-26,https://www.reuters.com/article/idUSL4N2MJ2JB
Olympics: Tokyo to host international gymnastics event in November,"...TOKYO (Reuters) - Tokyo will host an international gymnastics..., an event which could serve as a trial run for next year's rearranged Olympic...",reuters,2020-10-13,https://www.reuters.com/article/idUSKBN26Y04T
Olympics: Russia to compete under ROC acronym in Tokyo as part of doping sanctions,"... the acronym ROC at the Tokyo Olympics this year, as part of sanctions... at the Tokyo Olympics as well as the Beijing winter Olympics in 2022...",reuters,2021-2-19,https://www.reuters.com/article/idUSKBN2AJ1UZ
No objections from Olympic partners say Tokyo organisers after call with Bach,"....\nTokyo organisers are preparing for the Olympics, which are due... assurances from the German that Tokyo had the full backing of all Olympic...",reuters,2021-1-28,https://www.reuters.com/article/idUSKBN29X15A
UPDATE 1-Japan's vaccination chief says Tokyo Olympics not in his planning,"...(Adds comment on elderly and Olympics in final paragraphs)\nTOKYO, Feb... said on Wednesday that the Summer Olympics in Tokyo were not part...",reuters,2021-2-24,https://www.reuters.com/article/idUSL1N2KU10S
"Olympics-IOC's Bach scraps plans for quick visit, will be in Tokyo in mid-July","...LAUSANNE, Switzerland, June 10 (Reuters) - International Olympic... Committee President Thomas Bach will arrive in Tokyo in the middle of July...",reuters,2021-6-10,https://www.reuters.com/article/idUSL2N2NS24I
"Olympics-IOC's Bach scraps plans for quick visit, will be in Tokyo in mid-July","...LAUSANNE, Switzerland (Reuters) -     International Olympic Committee... President Thomas Bach will arrive in Tokyo in the middle of July...",reuters,2021-6-10,https://www.reuters.com/article/idUSKCN2DM23R
Tokyo Olympics face another looming headache - no medical staff,... by both the Tokyo Olympic Organising Committee and the Tokyo Metropolitan... that.\nThe Tokyo Olympics organising committee did not immediately respond...,reuters,2021-2-03,https://www.reuters.com/article/idUSKBN2A30HG
Tokyo Olympics face another looming headache - no medical staff,... by both the Tokyo Olympic Organising Committee and the Tokyo Metropolitan... that.\nThe Tokyo Olympics organising committee did not immediately respond...,reuters,2021-2-03,https://www.reuters.com/article/idUSL1N2K835Q
Tokyo Olympics face another looming headache - no medical staff,... by both the Tokyo Olympic Organising Committee and the Tokyo Metropolitan... that.\nThe Tokyo Olympics organising committee did not immediately respond...,reuters,2021-2-03,https://www.reuters.com/article/idUSKBN2A30HO
