news_title,news_content,news_source,news_pubtime,news_url
死守　「延期」へかじ　難題は山積,"新型コロナウイルスの感染拡大に揺れる', '・パラリンピックは史上初の「延期」の検討に入った。日本側にとって最悪の事態の「中止」は免れる方向だが、延期…",毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/010/308000c
延期の,"日本で声を上げるアスリートはなぜ少ないのだろうか。新型コロナウイルスの感染拡大を不安視し、', '・パラリンピック開催に異を唱えて延期の流れを作った世…",毎日新聞,2020/7/20,https://mainichi.jp/articles/20200717/k00/00m/050/125000c
内村不在で「栄光の架橋」なるか　思い継ぐ後輩たち　,"来夏の', 'を前に、「体操ニッポン」が危機に直面している。絶対的なエースとして長年、日本を支えてきた内村航平（リンガーハット）が種目別の鉄棒に専念し…",毎日新聞,2020/7/5,https://mainichi.jp/articles/20200704/k00/00m/050/012000c
PRフラッグ　街灯に設置　福島,"2020年', 'で野球・ソフトボールの一部試合が予定されている福島市の市街地で16日、大会を周知する街灯フラッグ（高さ96～144センチ、幅48セン…",毎日新聞,2020/3/17,https://mainichi.jp/articles/20200317/k00/00m/040/034000c
「東京五輪で平和示して」事前合宿中の南スーダン選手団を新旧大使が激励　前橋,"今夏の外務省の人事異動で交代する新旧の駐南スーダン大使２人が２０日、前橋市を訪れ、', '・パラリンピックに向けて事前合宿中の南スーダン選手団を激励し…",毎日新聞,2020/7/21,https://mainichi.jp/articles/20200721/k00/00m/050/064000c
の聖火、五輪博物館で9月から展示　観覧は予約制,・パラリンピック組織委員会と日本オリンピック委員会（JOC）は24日、新型コロナウイルスの影響で来夏に延期された東京五輪の聖火を、メインスタジ…,毎日新聞,2020/8/24,https://mainichi.jp/articles/20200824/k00/00m/050/146000c
「タカマツ」高橋引退へ　リオ五輪で金、その後現役を続けた心の葛藤,2016年リオデジャネイロ五輪で日本勢初の金メダルを獲得するなど、日本バドミントン界のけん引役だった女子ダブルス「タカマツ」の高橋礼華（日本ユニシス）。来夏に…,毎日新聞,2020/8/18,https://mainichi.jp/articles/20200818/k00/00m/050/130000c
東京２０２０オリンピック　聖火到着、皆で祝おう　観覧３００人を募集　大阪市中央公会堂前広場　／大阪,東京２０２０オリンピック・パラリンピック機運醸成大阪実行委員会は、府内を聖火リレーが通過する４月１４日に大阪市中央公会堂前広場である「セレブレーション」の観覧…,毎日新聞,2021/3/16,https://mainichi.jp/articles/20210316/ddl/k27/050/370000c
バッハIOC会長　,"新型コロナウイルスにより延期となった', 'を巡り、国際オリンピック委員会（IOC）のバッハ会長は22日に公開した書簡で「スポーツはパンデミック（世界…",毎日新聞,2020/9/22,https://mainichi.jp/articles/20200922/k00/00m/050/228000c
IOCにくすぶる,"来夏に1年延期された', '・パラリンピックに向け、政府の新型コロナウイルス感染症対策調整会議が4日、発足し、首相官邸で初会合が開かれた。東京都、大会…",毎日新聞,2020/9/4,https://mainichi.jp/articles/20200904/k00/00m/050/216000c
　札幌でマラソンと競歩の実地検証　組織委,の大会組織委員会などは6日、マラソンや競歩の会場となる札幌市で気象や人の往来について調べる実地検証を始めた。9日まで。来年8月の競技日と同じ曜…,毎日新聞,2020/8/6,https://mainichi.jp/articles/20200806/k00/00m/050/225000c
へ「スピード強化したい」　女子マラソン・前田穂南,女子マラソン代表の前田穂南（天満屋）が29日、岡山市内で報道陣の取材に応じ、1年後に延期された大会に向けて、「強化する期間が増えたと思ってスピ…,毎日新聞,2020/7/29,https://mainichi.jp/articles/20200729/k00/00m/050/195000c
「,"国際オリンピック委員会（IOC）の古参委員であるディック・パウンド氏（カナダ）は、新型コロナウイルス感染拡大のため2021年夏の', 'が仮に中止とな…",毎日新聞,2020/7/16,https://mainichi.jp/articles/20200716/k00/00m/050/057000c
「無観客は望まず」IOCバッハ会長が会見,国際オリンピック委員会（IOC）のトーマス・バッハ会長は15日、理事会後にオンラインで記者会見を開き、新型コロナウイルスの感染拡大に伴って来夏に延期した東京オ…,毎日新聞,2020/7/16,https://mainichi.jp/articles/20200716/k00/00m/050/028000c
射撃の,"日本ライフル射撃協会は11日、東京都内で理事会を開き、新型コロナウイルスの感染拡大の影響で1年延期となった', 'について、既に決まっていたライフル3…",毎日新聞,2020/7/11,https://mainichi.jp/articles/20200711/k00/00m/050/159000c
延期　体操代表選考は31日に協議へ,の延期を受け、日本体操協会は国際連盟の方針決定を待ち、31日の臨時常務理事会などで今後の代表選考についての協議を予定している。4月17～19日…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/050/336000c
ソフト宇津木監督「これが一番良い形」　,の延期を受け、ソフトボール日本代表の宇津木麗華監督は25日、「世界中の人たちが苦しんでいる中でやって、金メダルを取っても喜べない。これが一番良…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/050/284000c
延期　ブラジル五輪委「決定に非常に満足」,"新型コロナウイルスの流行を理由に2020年', '・パラリンピックの延期が決まったことを受け、前回16年にリオデジャネイロ五輪を開催したブラジルのオリ…",毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/030/087000c
延期「IOCと日本政府がまもなく結論」　WHO,世界保健機関（WHO）で危機事態対応を統括するマイク・ライアン氏は23日の記者会見で、新型コロナウイルスの世界的な大流行のため延期が検討されている東京オリンピ…,毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/043000c
　選手からも延期求める声 「開催、確信得られず」,"新型コロナウイルスの感染が世界的に広がる中、海外のトップ選手からも', 'の開催延期を求める声が上がり始めた。英紙ガーディアン（電子版）は15日、「英…",毎日新聞,2020/3/16,https://mainichi.jp/articles/20200316/k00/00m/050/165000c
　「来年こそ」この天然芝で　ボランティアが見学会　宮城,"１年延期された', '・パラリンピックの開催１年前に合わせ、宮城県は２３日、サッカーの試合の会場となる予定の宮城スタジアム（同県利府町）の見学会を開催…",毎日新聞,2020/7/24,https://mainichi.jp/articles/20200724/k00/00m/050/054000c
山口香JOC理事「,日本オリンピック委員会（JOC）の理事で1988年ソウル五輪柔道女子銅メダリストの山口香氏（55）が20日、毎日新聞の取材に応じ、新型コロナウイルスの感染拡大…,毎日新聞,2020/3/20,https://mainichi.jp/articles/20200320/k00/00m/050/074000c
新旧聖火トーチ、朝霞で巡回展示　「５６年前が懐かしい」　／埼玉,"２０２１年夏に開催予定の', 'に向け、聖火リレートーチの巡回展示（県など主催）が１８日、朝霞市の市立総合体育館であった＝写真。\u3000トーチは全長７１セン…",毎日新聞,2020/11/19,https://mainichi.jp/articles/20201119/ddl/k11/050/048000c
1年前で池江選手が世界にメッセージ　組織委が計画,"新型コロナウイルスの影響で来夏に延期された', 'の開幕1年前となる7月23日に合わせ、大会組織委員会は白血病を公表している競泳女子の池江璃花子選手（…",毎日新聞,2020/6/30,https://mainichi.jp/articles/20200630/k00/00m/050/211000c
の簡素化開催報告　森会長、IOC総会で,"国際オリンピック委員会（IOC）の総会が17日にオンライン方式で開かれ、新型コロナウイルスの感染拡大で来夏に延期された', '・パラリンピックについて…",毎日新聞,2020/7/17,https://mainichi.jp/articles/20200717/k00/00m/050/201000c
、延期でも不安　「夏開催、再考の機会」「新型コロナ終息する?」,"延期された', 'は1年後の7月23日開幕が決まった。各地では同時期の「夏」に仕切り直しされることになった五輪への期待感や、新型コロナウイルス終息が見…",毎日新聞,2020/3/30,https://mainichi.jp/articles/20200330/k00/00m/050/232000c
、出場権は原則維持　IOC、延期で方針固める,"新型コロナウイルスの感染拡大で来年への延期が決まった', 'について、国際オリンピック委員会（IOC）は既に獲得済みの出場枠は原則維持する方針を固めた…",毎日新聞,2020/3/27,https://mainichi.jp/articles/20200327/k00/00m/050/264000c
延期で小池知事　マラソン開催意向「都民は望んでいる」,"東京都の小池百合子知事は27日、', 'が暑い時期に開かれなければ、札幌移転が決まったマラソンを、東京で開催したい意向を示した。都庁で報道陣の取材に対…",毎日新聞,2020/3/27,https://mainichi.jp/articles/20200327/k00/00m/050/121000c
は1年程度延期　首相とIOC会長が合意,"2020年', '・パラリンピックは新型コロナウイルスの感染拡大を受け、21年に1年程度延期することが24日、決まった。安倍晋三首相と国際オリンピック…",毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/256000c
橋本五輪相「選手の練習環境が整わなければ難しい」　,"国際オリンピック委員会（IOC）が', 'の延期の検討を始めたことを巡り、橋本聖子五輪担当相は24日の閣議後記者会見で、「しっかりした（アスリートの）…",毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/079000c
橋本五輪相、,"橋本聖子・五輪担当相は23日、東京都内で取材に応じ、国際オリンピック委員会（IOC）が', 'の開催延期を含めて検討すると発表したことを受け、「IOC…",毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/050/078000c
ロシア選手は国歌の代わりにチャイコフスキー　,タス通信によると、国際オリンピック委員会（IOC）は22日、今夏の東京五輪と2022年北京冬季五輪に参加するロシア選手に対し、国歌の代わりにロシアの作曲家チャ…,毎日新聞,2021/4/23,https://mainichi.jp/articles/20210423/k00/00m/050/025000c
IOCのベテラン委員　,国際オリンピック委員会（IOC）のディック・パウンド委員（カナダ）が、新型コロナウイルスの影響で今夏の東京五輪が開催されるか保証はないとの見解を示したと英BB…,毎日新聞,2021/1/8,https://mainichi.jp/articles/20210108/k00/00m/050/101000c
朗報待った10分「心臓に悪かった」　杉原愛子、思わず大粒の涙,の代表選考会を兼ねた体操のNHK杯は15日、長野市で女子個人総合が行われ、杉原愛子（21）＝武庫川女大＝が2016年リオデジャネイロ五輪に続い…,毎日新聞,2021/5/15,https://mainichi.jp/articles/20210515/k00/00m/050/262000c
ラグビー福岡が,2019年のラグビー・ワールドカップ（W杯）で日本初の8強入りに貢献したWTB福岡堅樹（27）＝パナソニック＝が14日、オンラインで記者会見を開いた。福岡は「…,毎日新聞,2020/6/14,https://mainichi.jp/articles/20200614/k00/00m/050/096000c
の旗手は松山?　大坂?　公式アカウントが言及,"国際オリンピック委員会（IOC）のオリンピック公式ツイッターアカウントは12日、「', 'の日本の旗手は誰になるでしょうか」と投稿。11日に男子ゴルフ…",毎日新聞,2021/4/12,https://mainichi.jp/articles/20210412/k00/00m/050/150000c
IOCパウンド氏、,国際オリンピック委員会（IOC）で最古参のディック・パウンド委員（78）＝カナダ＝が20日、共同通信の電話取材に応じ、新型コロナウイルス感染拡大で来年夏に延期…,毎日新聞,2020/7/21,https://mainichi.jp/articles/20200721/k00/00m/050/027000c
ラグビー福岡堅樹、,"2019年のラグビー・ワールドカップ（W杯）で日本の8強入りに貢献したWTB福岡堅樹（27）＝パナソニック＝が、', 'の7人制出場を断念したことが1…",毎日新聞,2020/6/13,https://mainichi.jp/articles/20200613/k00/00m/050/067000c
代表13選手、そのまま選出　全日本柔道連盟,"全日本柔道連盟は15日、オンラインによる常務理事会と強化委員会を開き、新型コロナウイルスの影響で来夏に延期された', 'の代表について、既に決定してい…",毎日新聞,2020/5/15,https://mainichi.jp/articles/20200515/k00/00m/050/224000c
聖火リレー　日数短縮を検討　同時に複数ルート案も　,"来夏に延期された', 'の聖火リレーについて、大会組織委員会が日数短縮や規模縮小の検討に入った。13日、大会関係者が明らかにした。\u3000従来の計画では今年…",毎日新聞,2020/5/13,https://mainichi.jp/articles/20200513/k00/00m/050/033000c
延期「ベテランには追い風」　フェンシング・見延　マジックハンドで技磨く,"フェンシング男子エペのエース、見延和靖（みのべかずやす）（32）＝ネクサス＝が28日、オンラインで取材に応じ、', 'の1年延期について「経験がものを…",毎日新聞,2020/4/28,https://mainichi.jp/articles/20200428/k00/00m/050/220000c
IOC、サイトの「日本が費用負担同意」記述を削除　,"国際オリンピック委員会（IOC）は21日、公式ウェブサイトを更新し、', '・パラリンピックの1年延期に伴う追加費用に関して「安倍晋三首相が既存の合意…",毎日新聞,2020/4/21,https://mainichi.jp/articles/20200421/k00/00m/050/182000c
IOC、追加経費負担に難色　調整委員長、,"国際オリンピック委員会（IOC）のジョン・コーツ調整委員長は16日、', '・パラリンピック組織委員会との事務折衝後のインターネットによる記者会見で、…",毎日新聞,2020/4/16,https://mainichi.jp/articles/20200416/k00/00m/050/239000c
延期　首相「森会長を全力で支援」　参院本会議,"安倍晋三首相は3日の参院本会議で、', '・パラリンピックの1年延期に関し、大会組織委員会の森喜朗会長について「全力で支援していく」と答弁し、引き続き…",毎日新聞,2020/4/3,https://mainichi.jp/articles/20200403/k00/00m/050/122000c
延期　職員ドタバタ「全てが未体験の異次元ゾーン」,"未体験の異次元ゾーン――。新型コロナウイルス感染拡大に伴う', '・パラリンピックの延期決定を受け、関係者は25日、対応に追われた。翻弄（ほんろう）さ…",毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/040/302000c
延期　「代表」継続か見直しか　悩む全日本柔道連盟,代表14人中13人を決定している全日本柔道連盟は開催延期に伴い、代表を継続させるか見直すかで頭を悩ませる。\u3000継続した場合は長期の準備期間ができ…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/050/258000c
延期は「非常に賢明な判断」　国連事務総長報道官,国連のグテレス事務総長の報道官は24日、新型コロナウイルスのパンデミック（世界的大流行）や感染防止のために他人との距離を確保する必要性を考えれば「非常に賢明な…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/030/245000c
延期「非常に賢明な決断」　国連事務総長報道官,・パラリンピックの延期が決まったことについて、国連のグテレス事務総長の報道官は24日、新型コロナウイルスのパンデミック（世界的流行）や感染防止…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/030/082000c
延期「簡単に気持ちの整理つかない」　代表選手からは戸惑いの声も,"新型コロナウイルスの感染拡大により', 'が来年に延期されることになり、既に五輪代表に決定している選手からは「簡単に（気持ちの）整理がつかない」などと…",毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/293000c
「希望が消えた」,・パラリンピックの延期が、安倍晋三首相と国際オリンピック委員会（IOC）のトーマス・バッハ会長との間で合意された。今夏の大会開催に向けて期待を…,毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/260000c
カナダ、選手団を,"カナダ・オリンピック委員会（COC）とパラリンピック委員会（CPC）は22日、', '・パラリンピックが計画通りの時期に開催される場合、新型コロナウイ…",毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/050/070000c
、延期も含め検討開始　4週間で結論　IOC発表,新型コロナウイルスの感染拡大が世界的に深刻化している状況を受け、国際オリンピック委員会（IOC）は22日、臨時理事会を開き、今夏の開催が懸念されている東京オリ…,毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/050/005000c
　マラソン代表6人が抱負　大迫「万全の体調で臨みたい」,男女マラソン代表の選手たちは12日、福島県郡山市で記者会見し、五輪本番への抱負を語った。各選手の談話は次の通り。\u3000中村匠吾\u3000（日本陸連を通じて…,毎日新聞,2020/3/12,https://mainichi.jp/articles/20200312/k00/00m/050/308000c
衝撃の「無観客五輪検討」現実味は? ,"新型コロナウイルスの感染拡大を受け、', 'の行方に関心が集まっている。国際オリンピック委員会（IOC）のトーマス・バッハ会長は通常開催を前提に「成功…",毎日新聞,2020/3/10,https://mainichi.jp/articles/20200310/k00/00m/050/011000c
ボクシング・入江さん、米子に凱旋　,のボクシング女子フェザー級代表に決定した入江聖奈（19）＝日体大＝が18日夜、決定後初めて出身地・鳥取県米子市に帰郷した。女子日本勢としては初…,毎日新聞,2020/3/19,https://mainichi.jp/articles/20200319/k00/00m/050/153000c
「選手目線」の,"新型コロナウイルスの感染が広がる中、国際オリンピック委員会（IOC）は17日、電話協議による臨時理事会を開き、予定通り', 'を開く方針を確認した。た…",毎日新聞,2020/3/18,https://mainichi.jp/articles/20200318/k00/00m/050/319000c
東京開催の危機「池江一択」　組織委、世論の打開狙う　オリンピック1年前メッセージ,"新型コロナウイルスの感染が再拡大する中で', 'は開幕1年前を迎えた。大会組織委員会が世界へのメッセージの発信役に起用したのは競泳女子の池江璃花子（2…",毎日新聞,2020/7/23,https://mainichi.jp/articles/20200723/k00/00m/050/191000c
開幕まで１００日　夢舞台、切り開く　決戦へ準備着々（その１）,の開幕（７月２３日）まで１４日で１００日となった。史上最多の３３競技３３９種目が行われる五輪本番に向け、新型コロナウイルスの影響で中断していた…,毎日新聞,2021/4/14,https://mainichi.jp/articles/20210414/ddm/010/050/007000c
感染対策、難題手つかずで越年　定まらぬ観客対応、膨張する費用,"政府は2日、来夏の', '・パラリンピックに向けた新型コロナウイルス対策の中間整理を公表した。国内外で感染拡大が続く中、対策は複雑を極め、観客数の上限…",毎日新聞,2020/12/2,https://mainichi.jp/articles/20201202/k00/00m/040/337000c
IOCバッハ会長「,"新型コロナウイルスの感染拡大で来夏に延期された', '・パラリンピックの準備状況を確認する国際オリンピック委員会（IOC）の調整委員会が24日、2日間…",毎日新聞,2020/9/24,https://mainichi.jp/articles/20200924/k00/00m/050/284000c
日本武道館　改修を終え公開  ,"日本武道館（東京都千代田区）が来夏に延期された', '・パラリンピックに向けた改修を終え、29日、お披露目された。常設の車椅子席が30席設置されたほか…",毎日新聞,2020/7/29,https://mainichi.jp/articles/20200729/k00/00m/050/210000c
「トンネルの先の光」　IOC会長、開幕1年前でメッセージ,国際オリンピック委員会（IOC）のバッハ会長は22日、新型コロナウイルス感染拡大で史上初めて延期された東京五輪の開幕まで1年となる23日に向けてメッセージを発…,毎日新聞,2020/7/23,https://mainichi.jp/articles/20200723/k00/00m/050/133000c
35歳に重すぎた「1年」　,"地元開催の', '出場を目指して引退を先延ばししたものの、新型コロナウイルスの影響で1年延期となり、引退を決断した選手がいる。2008年北京五輪トラン…",毎日新聞,2020/7/20,https://mainichi.jp/articles/20200717/k00/00m/050/010000c
延期の,・パラリンピック組織委員会の森喜朗会長は12日の理事会で、来夏に延期された大会の会場確保の状況について「8割程度の施設までは既に来年の利用につ…,毎日新聞,2020/6/12,https://mainichi.jp/articles/20200612/k00/00m/050/227000c
女子オムニアムは梶原　,"日本自転車競技連盟は4日、来夏に延期された', 'のトラック種目代表6人を発表し、女子オムニアムは五輪予選を兼ねた今年の世界選手権（ドイツ）で日本勢初…",毎日新聞,2020/6/4,https://mainichi.jp/articles/20200604/k00/00m/050/274000c
IOC会長「安倍首相から『来夏が最後の選択肢』」　,"国際オリンピック委員会（IOC）のトーマス・バッハ会長は20日、来夏に延期された', '・パラリンピックについて、英BBC放送（電子版）のインタビュー…",毎日新聞,2020/5/21,https://mainichi.jp/articles/20200521/k00/00m/050/154000c
聖火をJヴィレッジで展示　観覧者はマスク着用　2日から,"1年延期が決まった', 'の聖火が1日、福島県のサッカー施設「Jヴィレッジ」（楢葉町、広野町）で大会関係者や報道陣向けに公開された。2日から30日の間…",毎日新聞,2020/4/1,https://mainichi.jp/articles/20200401/k00/00m/050/105000c
消えた「春開催」　小池知事のあの一言から…,"世界規模で広がる新型コロナウイルスの影響で、', '・パラリンピックの開催が1年延期された。国際オリンピック委員会（IOC）のトーマス・バッハ会長が「…",毎日新聞,2020/3/31,https://mainichi.jp/articles/20200331/k00/00m/050/245000c
延期　トランプ氏「素晴らしい決定」　日米首脳電話協議,"安倍晋三首相は25日午前、トランプ米大統領と電話で約40分間協議した。新型コロナウイルスの感染拡大を受け2020年', '・パラリンピックを1年程度延…",毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/030/110000c
バッハ・安倍会談　追加負担議論せず「財政、最優先ではない」　,"新型コロナウイルスの感染拡大による', '・パラリンピックの1年程度の延期決定後、国際オリンピック委員会（IOC）のトーマス・バッハ会長は24日、メデ…",毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/k00/00m/050/107000c
の聖火リレーは中止　当面は福島県にとどめ再開時期を検討,"新型コロナウイルスの感染拡大に伴う', 'の延期を受け、大会組織委員会は24日、国内聖火リレーの中止を発表した。福島県で26日から始まる予定だったが、…",毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/278000c
延期　各国に追い込まれたIOC　追加費用や会場確保　課題は棚上げ,"新型コロナウイルスの感染拡大を受け、安倍晋三首相が24日、国際オリンピック委員会（IOC）のトーマス・バッハ会長と電話協議し、今夏の', '・パラリン…",毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/266000c
米NBC　,の米国での独占放映権を持つ米放送大手NBCは23日、新型コロナウイルスの感染拡大を受けて国際オリンピック委員会（IOC）が大会延期を含めた検討…,毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/050000c
水泳や陸上…米国など競技現場の声、無視できず　,"国際オリンピック委員会（IOC）が', 'の延期の検討を初めて表明した。一貫して計画通りの実施を打ち出してきたが、この数日、ブラジル、ノルウェーなどの…",毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/050/064000c
米選手の7割、,新型コロナウイルスの感染拡大を受け、米国オリンピック・パラリンピック委員会（USOPC）が、東京五輪の延期の是非について選手125人を対象に聞いたところ、70…,毎日新聞,2020/3/23,https://mainichi.jp/articles/20200323/k00/00m/050/053000c
陸上、日本選手権100、200m優勝など条件満たせばリレー出場も,"日本陸上競技連盟は19日、東京都内で理事会を開き、', 'のトラック・フィールド種目の代表選考要項改正案を承認した。金メダルが期待される男子400メー…",毎日新聞,2020/3/19,https://mainichi.jp/articles/20200319/k00/00m/050/199000c
IOC・バッハ会長「WHOの助言に従う」　,"国際オリンピック委員会（IOC）のトーマス・バッハ会長は12日、世界保健機関（WHO）の「パンデミック（世界的な大流行）」表明を受け、', 'の開催中…",毎日新聞,2020/3/13,https://mainichi.jp/articles/20200313/k00/00m/050/073000c
東京五輪　マラソンコースを計測,・パラリンピック組織委員会などは１０日未明、マラソン・競歩会場の札幌市でマラソンコースの計測をした。,毎日新聞,2020/10/11,https://mainichi.jp/articles/20201011/ddm/035/050/089000c
東京五輪　ウズベク・レスリング選手団　舞鶴、事前合宿が中止　／京都,"舞鶴市は２０日、', 'に出場予定のウズベキスタンのレスリング選手団の市内での直前合宿が、中止になったと発表した。舞鶴市はウズベキスタンのホストタウン…",毎日新聞,2021/5/21,https://mainichi.jp/articles/20210521/ddl/k26/050/287000c
東京五輪ボクシング代表内定・岡沢選手が山形市表敬　／山形,のボクシング日本代表に内定した日大山形高校出身で男子ウエルター級の岡沢セオン選手（２４）＝鹿児島県体協＝が３０日、同校ボクシング部の佐藤裕平監…,毎日新聞,2020/3/31,https://mainichi.jp/articles/20200331/ddl/k06/050/044000c
東京五輪　聖火ランナー２人辞退　日程変更で都合付かず　新たに八塚さん、安部さん選出　／愛媛,東京２０２０オリンピック聖火リレー県実行委員会は２６日、県が推薦する「グループランナー」（１組１０人）のうち２人が辞退したと発表した。新型コロナウイルスによる…,毎日新聞,2021/2/27,https://mainichi.jp/articles/20210227/ddl/k38/050/416000c
東京五輪延期　首相「開催国の責任果たす」　発言全文,安倍晋三首相は２４日夜、国際オリンピック委員会（ＩＯＣ）のトーマス・バッハ会長と電話で協議した。首相が協議後、記者団に語った発言は以下の通り。\u3000記者団\u3000延期す…,毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/ddm/002/010/052000c
東京五輪延期　「バッハ会長に『100％同意する』と答えいただいた」安倍首相会見全文,安倍晋三首相は24日夜、国際オリンピック委員会（IOC）のトーマス・バッハ会長と電話で協議した。首相が協議後、記者団に語った発言は以下の通り。\u3000◇首相「開催国…,毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/267000c
開幕まで１００日　夢舞台、切り開く　決戦へ準備着々（その２止）,"◇日本代表、最多５００人超か\u3000', 'に参加する日本代表選手は史上最多の５００人超に上るとみられる。多くの競技で代表が決定しており、柔道、競泳などを中…",毎日新聞,2021/4/14,https://mainichi.jp/articles/20210414/ddm/010/050/010000c
・パラリンピック簡素化60項目　組織委理事会　式典運営など,・パラリンピック組織委員会は15日、東京都内で理事会を開き、来夏に延期された大会のコスト削減のため、簡素化の対象が4分野、約60項目に及ぶこと…,毎日新聞,2020/9/15,https://mainichi.jp/articles/20200915/k00/00m/050/314000c
「選手村マンション」入居も延期　23年春から1年遅れか,・パラリンピックの延期を受け、大会後に整備予定だった「選手村マンション」の入居時期が延期されることが決まった。開発業者への取材で明らかになった…,毎日新聞,2020/6/22,https://mainichi.jp/articles/20200622/k00/00m/050/222000c
簡素化へ　「完全な形」から軌道修正　高まる「中止論」に危機感,"新型コロナウイルスの影響で来夏に延期された', '・パラリンピックは、コスト削減とコロナ対策の両面から計画の簡素化に動き出した。大会組織委員会が10日…",毎日新聞,2020/6/11,https://mainichi.jp/articles/20200611/k00/00m/050/243000c
